,Season,Round,Circuit,Driver,Grid,Constructor,Won,Weather
0,2020,1,Red Bull Ring,Bottas,1,Mercedes,1,Sunny
1,2020,1,Red Bull Ring,Leclerc,7,Ferrari,0,Sunny
2,2020,1,Red Bull Ring,Norris,3,McLaren,0,Sunny
3,2020,1,Red Bull Ring,Hamilton,5,Mercedes,0,Sunny
4,2020,1,Red Bull Ring,Sainz,8,McLaren,0,Sunny
5,2020,1,Red Bull Ring,Perez,6,Racing Point,0,Sunny
6,2020,1,Red Bull Ring,Gasly,12,AlphaTauri,0,Sunny
7,2020,1,Red Bull Ring,Ocon,14,Renault,0,Sunny
8,2020,1,Red Bull Ring,Giovinazzi,18,Alfa Romeo,0,Sunny
9,2020,1,Red Bull Ring,Vettel,11,Ferrari,0,Sunny
10,2020,1,Red Bull Ring,Latifi,20,Williams,0,Sunny
11,2020,1,Red Bull Ring,Kvyat,13,AlphaTauri,0,Sunny
12,2020,1,Red Bull Ring,Albon,4,Red Bull,0,Sunny
13,2020,1,Red Bull Ring,Raikkonen,19,Alfa Romeo,0,Sunny
14,2020,1,Red Bull Ring,Russell,17,Williams,0,Sunny
15,2020,1,Red Bull Ring,Grosjean,15,Haas F1 Team,0,Sunny
16,2020,1,Red Bull Ring,Magnussen,16,Haas F1 Team,0,Sunny
17,2020,1,Red Bull Ring,Stroll,9,Racing Point,0,Sunny
18,2020,1,Red Bull Ring,Ricciardo,10,Renault,0,Sunny
19,2020,1,Red Bull Ring,Verstappen,2,Red Bull,0,Sunny
20,2020,2,Red Bull Ring,Hamilton,1,Mercedes,1,Sunny
21,2020,2,Red Bull Ring,Bottas,4,Mercedes,0,Sunny
22,2020,2,Red Bull Ring,Verstappen,2,Red Bull,0,Sunny
23,2020,2,Red Bull Ring,Albon,6,Red Bull,0,Sunny
24,2020,2,Red Bull Ring,Norris,9,McLaren,0,Sunny
25,2020,2,Red Bull Ring,Perez,17,Racing Point,0,Sunny
26,2020,2,Red Bull Ring,Stroll,12,Racing Point,0,Sunny
27,2020,2,Red Bull Ring,Ricciardo,8,Renault,0,Sunny
28,2020,2,Red Bull Ring,Sainz,3,McLaren,0,Sunny
29,2020,2,Red Bull Ring,Kvyat,13,AlphaTauri,0,Sunny
30,2020,2,Red Bull Ring,Raikkonen,16,Alfa Romeo,0,Sunny
31,2020,2,Red Bull Ring,Magnussen,15,Haas F1 Team,0,Sunny
32,2020,2,Red Bull Ring,Grosjean,0,Haas F1 Team,0,Sunny
33,2020,2,Red Bull Ring,Giovinazzi,19,Alfa Romeo,0,Sunny
34,2020,2,Red Bull Ring,Gasly,7,AlphaTauri,0,Sunny
35,2020,2,Red Bull Ring,Russell,11,Williams,0,Sunny
36,2020,2,Red Bull Ring,Latifi,18,Williams,0,Sunny
37,2020,2,Red Bull Ring,Ocon,5,Renault,0,Sunny
38,2020,2,Red Bull Ring,Leclerc,14,Ferrari,0,Sunny
39,2020,2,Red Bull Ring,Vettel,10,Ferrari,0,Sunny
40,2020,3,Hungaroring,Hamilton,1,Mercedes,1,Sunny
41,2020,3,Hungaroring,Verstappen,7,Red Bull,0,Sunny
42,2020,3,Hungaroring,Bottas,2,Mercedes,0,Sunny
43,2020,3,Hungaroring,Stroll,3,Racing Point,0,Sunny
44,2020,3,Hungaroring,Albon,13,Red Bull,0,Sunny
45,2020,3,Hungaroring,Vettel,5,Ferrari,0,Sunny
46,2020,3,Hungaroring,Perez,4,Racing Point,0,Sunny
47,2020,3,Hungaroring,Ricciardo,11,Renault,0,Sunny
48,2020,3,Hungaroring,Sainz,9,McLaren,0,Sunny
49,2020,3,Hungaroring,Magnussen,0,Haas F1 Team,0,Sunny
50,2020,3,Hungaroring,Leclerc,6,Ferrari,0,Sunny
51,2020,3,Hungaroring,Kvyat,17,AlphaTauri,0,Sunny
52,2020,3,Hungaroring,Norris,8,McLaren,0,Sunny
53,2020,3,Hungaroring,Ocon,14,Renault,0,Sunny
54,2020,3,Hungaroring,Raikkonen,20,Alfa Romeo,0,Sunny
55,2020,3,Hungaroring,Grosjean,0,Haas F1 Team,0,Sunny
56,2020,3,Hungaroring,Giovinazzi,19,Alfa Romeo,0,Sunny
57,2020,3,Hungaroring,Russell,12,Williams,0,Sunny
58,2020,3,Hungaroring,Latifi,15,Williams,0,Sunny
59,2020,3,Hungaroring,Gasly,10,AlphaTauri,0,Sunny
60,2020,4,Silverstone Circuit,Hamilton,1,Mercedes,1,Sunny
61,2020,4,Silverstone Circuit,Verstappen,3,Red Bull,0,Sunny
62,2020,4,Silverstone Circuit,Leclerc,4,Ferrari,0,Sunny
63,2020,4,Silverstone Circuit,Ricciardo,8,Renault,0,Sunny
64,2020,4,Silverstone Circuit,Norris,5,McLaren,0,Sunny
65,2020,4,Silverstone Circuit,Ocon,9,Renault,0,Sunny
66,2020,4,Silverstone Circuit,Gasly,11,AlphaTauri,0,Sunny
67,2020,4,Silverstone Circuit,Albon,12,Red Bull,0,Sunny
68,2020,4,Silverstone Circuit,Stroll,6,Racing Point,0,Sunny
69,2020,4,Silverstone Circuit,Vettel,10,Ferrari,0,Sunny
70,2020,4,Silverstone Circuit,Bottas,2,Mercedes,0,Sunny
71,2020,4,Silverstone Circuit,Russell,20,Williams,0,Sunny
72,2020,4,Silverstone Circuit,Sainz,7,McLaren,0,Sunny
73,2020,4,Silverstone Circuit,Giovinazzi,15,Alfa Romeo,0,Sunny
74,2020,4,Silverstone Circuit,Latifi,18,Williams,0,Sunny
75,2020,4,Silverstone Circuit,Grosjean,17,Haas F1 Team,0,Sunny
76,2020,4,Silverstone Circuit,Raikkonen,16,Alfa Romeo,0,Sunny
77,2020,4,Silverstone Circuit,Kvyat,19,AlphaTauri,0,Sunny
78,2020,4,Silverstone Circuit,Magnussen,14,Haas F1 Team,0,Sunny
79,2020,4,Silverstone Circuit,Hulkenberg,13,Racing Point,0,Sunny
80,2020,5,Silverstone Circuit,Verstappen,4,Red Bull,1,Sunny
81,2020,5,Silverstone Circuit,Hamilton,2,Mercedes,0,Sunny
82,2020,5,Silverstone Circuit,Bottas,1,Mercedes,0,Sunny
83,2020,5,Silverstone Circuit,Leclerc,8,Ferrari,0,Sunny
84,2020,5,Silverstone Circuit,Albon,9,Red Bull,0,Sunny
85,2020,5,Silverstone Circuit,Stroll,6,Racing Point,0,Sunny
86,2020,5,Silverstone Circuit,Hulkenberg,3,Racing Point,0,Sunny
87,2020,5,Silverstone Circuit,Ocon,14,Renault,0,Sunny
88,2020,5,Silverstone Circuit,Norris,10,McLaren,0,Sunny
89,2020,5,Silverstone Circuit,Kvyat,16,AlphaTauri,0,Sunny
90,2020,5,Silverstone Circuit,Gasly,7,AlphaTauri,0,Sunny
91,2020,5,Silverstone Circuit,Vettel,11,Ferrari,0,Sunny
92,2020,5,Silverstone Circuit,Sainz,12,McLaren,0,Sunny
93,2020,5,Silverstone Circuit,Ricciardo,5,Renault,0,Sunny
94,2020,5,Silverstone Circuit,Raikkonen,20,Alfa Romeo,0,Sunny
95,2020,5,Silverstone Circuit,Grosjean,13,Haas F1 Team,0,Sunny
96,2020,5,Silverstone Circuit,Giovinazzi,19,Alfa Romeo,0,Sunny
97,2020,5,Silverstone Circuit,Russell,15,Williams,0,Sunny
98,2020,5,Silverstone Circuit,Latifi,18,Williams,0,Sunny
99,2020,5,Silverstone Circuit,Magnussen,17,Haas F1 Team,0,Sunny
100,2020,6,Circuit de Barcelona-Catalunya,Hamilton,1,Mercedes,1,Sunny
101,2020,6,Circuit de Barcelona-Catalunya,Verstappen,3,Red Bull,0,Sunny
102,2020,6,Circuit de Barcelona-Catalunya,Bottas,2,Mercedes,0,Sunny
103,2020,6,Circuit de Barcelona-Catalunya,Stroll,5,Racing Point,0,Sunny
104,2020,6,Circuit de Barcelona-Catalunya,Perez,4,Racing Point,0,Sunny
105,2020,6,Circuit de Barcelona-Catalunya,Sainz,7,McLaren,0,Sunny
106,2020,6,Circuit de Barcelona-Catalunya,Vettel,11,Ferrari,0,Sunny
107,2020,6,Circuit de Barcelona-Catalunya,Albon,6,Red Bull,0,Sunny
108,2020,6,Circuit de Barcelona-Catalunya,Gasly,10,AlphaTauri,0,Sunny
109,2020,6,Circuit de Barcelona-Catalunya,Norris,8,McLaren,0,Sunny
110,2020,6,Circuit de Barcelona-Catalunya,Ricciardo,13,Renault,0,Sunny
111,2020,6,Circuit de Barcelona-Catalunya,Kvyat,12,AlphaTauri,0,Sunny
112,2020,6,Circuit de Barcelona-Catalunya,Ocon,15,Renault,0,Sunny
113,2020,6,Circuit de Barcelona-Catalunya,Raikkonen,14,Alfa Romeo,0,Sunny
114,2020,6,Circuit de Barcelona-Catalunya,Magnussen,16,Haas F1 Team,0,Sunny
115,2020,6,Circuit de Barcelona-Catalunya,Giovinazzi,20,Alfa Romeo,0,Sunny
116,2020,6,Circuit de Barcelona-Catalunya,Russell,18,Williams,0,Sunny
117,2020,6,Circuit de Barcelona-Catalunya,Latifi,19,Williams,0,Sunny
118,2020,6,Circuit de Barcelona-Catalunya,Grosjean,17,Haas F1 Team,0,Sunny
119,2020,6,Circuit de Barcelona-Catalunya,Leclerc,9,Ferrari,0,Sunny
120,2020,7,Circuit de Spa-Francorchamps,Hamilton,1,Mercedes,1,Sunny
121,2020,7,Circuit de Spa-Francorchamps,Bottas,2,Mercedes,0,Sunny
122,2020,7,Circuit de Spa-Francorchamps,Verstappen,3,Red Bull,0,Sunny
123,2020,7,Circuit de Spa-Francorchamps,Ricciardo,4,Renault,0,Sunny
124,2020,7,Circuit de Spa-Francorchamps,Ocon,6,Renault,0,Sunny
125,2020,7,Circuit de Spa-Francorchamps,Albon,5,Red Bull,0,Sunny
126,2020,7,Circuit de Spa-Francorchamps,Norris,10,McLaren,0,Sunny
127,2020,7,Circuit de Spa-Francorchamps,Gasly,12,AlphaTauri,0,Sunny
128,2020,7,Circuit de Spa-Francorchamps,Stroll,9,Racing Point,0,Sunny
129,2020,7,Circuit de Spa-Francorchamps,Perez,8,Racing Point,0,Sunny
130,2020,7,Circuit de Spa-Francorchamps,Kvyat,11,AlphaTauri,0,Sunny
131,2020,7,Circuit de Spa-Francorchamps,Raikkonen,16,Alfa Romeo,0,Sunny
132,2020,7,Circuit de Spa-Francorchamps,Vettel,14,Ferrari,0,Sunny
133,2020,7,Circuit de Spa-Francorchamps,Leclerc,13,Ferrari,0,Sunny
134,2020,7,Circuit de Spa-Francorchamps,Grosjean,17,Haas F1 Team,0,Sunny
135,2020,7,Circuit de Spa-Francorchamps,Latifi,19,Williams,0,Sunny
136,2020,7,Circuit de Spa-Francorchamps,Magnussen,20,Haas F1 Team,0,Sunny
137,2020,7,Circuit de Spa-Francorchamps,Giovinazzi,18,Alfa Romeo,0,Sunny
138,2020,7,Circuit de Spa-Francorchamps,Russell,15,Williams,0,Sunny
139,2020,7,Circuit de Spa-Francorchamps,Sainz,7,McLaren,0,Sunny
140,2020,8,Autodromo Nazionale di Monza,Gasly,10,AlphaTauri,1,Sunny
141,2020,8,Autodromo Nazionale di Monza,Sainz,3,McLaren,0,Sunny
142,2020,8,Autodromo Nazionale di Monza,Stroll,8,Racing Point,0,Sunny
143,2020,8,Autodromo Nazionale di Monza,Norris,6,McLaren,0,Sunny
144,2020,8,Autodromo Nazionale di Monza,Bottas,2,Mercedes,0,Sunny
145,2020,8,Autodromo Nazionale di Monza,Ricciardo,7,Renault,0,Sunny
146,2020,8,Autodromo Nazionale di Monza,Hamilton,1,Mercedes,0,Sunny
147,2020,8,Autodromo Nazionale di Monza,Ocon,12,Renault,0,Sunny
148,2020,8,Autodromo Nazionale di Monza,Kvyat,11,AlphaTauri,0,Sunny
149,2020,8,Autodromo Nazionale di Monza,Perez,4,Racing Point,0,Sunny
150,2020,8,Autodromo Nazionale di Monza,Latifi,20,Williams,0,Sunny
151,2020,8,Autodromo Nazionale di Monza,Grosjean,16,Haas F1 Team,0,Sunny
152,2020,8,Autodromo Nazionale di Monza,Raikkonen,14,Alfa Romeo,0,Sunny
153,2020,8,Autodromo Nazionale di Monza,Russell,19,Williams,0,Sunny
154,2020,8,Autodromo Nazionale di Monza,Albon,9,Red Bull,0,Sunny
155,2020,8,Autodromo Nazionale di Monza,Giovinazzi,18,Alfa Romeo,0,Sunny
156,2020,8,Autodromo Nazionale di Monza,Verstappen,5,Red Bull,0,Sunny
157,2020,8,Autodromo Nazionale di Monza,Leclerc,13,Ferrari,0,Sunny
158,2020,8,Autodromo Nazionale di Monza,Magnussen,15,Haas F1 Team,0,Sunny
159,2020,8,Autodromo Nazionale di Monza,Vettel,17,Ferrari,0,Sunny
160,2020,9,Autodromo Internazionale del Mugello,Hamilton,1,Mercedes,1,Sunny
161,2020,9,Autodromo Internazionale del Mugello,Bottas,2,Mercedes,0,Sunny
162,2020,9,Autodromo Internazionale del Mugello,Albon,4,Red Bull,0,Sunny
163,2020,9,Autodromo Internazionale del Mugello,Ricciardo,8,Renault,0,Sunny
164,2020,9,Autodromo Internazionale del Mugello,Perez,7,Racing Point,0,Sunny
165,2020,9,Autodromo Internazionale del Mugello,Norris,11,McLaren,0,Sunny
166,2020,9,Autodromo Internazionale del Mugello,Kvyat,12,AlphaTauri,0,Sunny
167,2020,9,Autodromo Internazionale del Mugello,Leclerc,5,Ferrari,0,Sunny
168,2020,9,Autodromo Internazionale del Mugello,Raikkonen,13,Alfa Romeo,0,Sunny
169,2020,9,Autodromo Internazionale del Mugello,Vettel,14,Ferrari,0,Sunny
170,2020,9,Autodromo Internazionale del Mugello,Russell,18,Williams,0,Sunny
171,2020,9,Autodromo Internazionale del Mugello,Grosjean,15,Haas F1 Team,0,Sunny
172,2020,9,Autodromo Internazionale del Mugello,Stroll,6,Racing Point,0,Sunny
173,2020,9,Autodromo Internazionale del Mugello,Ocon,10,Renault,0,Sunny
174,2020,9,Autodromo Internazionale del Mugello,Latifi,19,Williams,0,Sunny
175,2020,9,Autodromo Internazionale del Mugello,Magnussen,20,Haas F1 Team,0,Sunny
176,2020,9,Autodromo Internazionale del Mugello,Giovinazzi,17,Alfa Romeo,0,Sunny
177,2020,9,Autodromo Internazionale del Mugello,Sainz,9,McLaren,0,Sunny
178,2020,9,Autodromo Internazionale del Mugello,Verstappen,3,Red Bull,0,Sunny
179,2020,9,Autodromo Internazionale del Mugello,Gasly,16,AlphaTauri,0,Sunny
180,2020,10,Sochi Autodrom,Bottas,3,Mercedes,1,Sunny
181,2020,10,Sochi Autodrom,Verstappen,2,Red Bull,0,Sunny
182,2020,10,Sochi Autodrom,Hamilton,1,Mercedes,0,Sunny
183,2020,10,Sochi Autodrom,Perez,4,Racing Point,0,Sunny
184,2020,10,Sochi Autodrom,Ricciardo,5,Renault,0,Sunny
185,2020,10,Sochi Autodrom,Leclerc,10,Ferrari,0,Sunny
186,2020,10,Sochi Autodrom,Ocon,7,Renault,0,Sunny
187,2020,10,Sochi Autodrom,Kvyat,11,AlphaTauri,0,Sunny
188,2020,10,Sochi Autodrom,Gasly,9,AlphaTauri,0,Sunny
189,2020,10,Sochi Autodrom,Albon,15,Red Bull,0,Sunny
190,2020,10,Sochi Autodrom,Giovinazzi,17,Alfa Romeo,0,Sunny
191,2020,10,Sochi Autodrom,Magnussen,18,Haas F1 Team,0,Sunny
192,2020,10,Sochi Autodrom,Vettel,14,Ferrari,0,Sunny
193,2020,10,Sochi Autodrom,Raikkonen,19,Alfa Romeo,0,Sunny
194,2020,10,Sochi Autodrom,Norris,8,McLaren,0,Sunny
195,2020,10,Sochi Autodrom,Latifi,20,Williams,0,Sunny
196,2020,10,Sochi Autodrom,Grosjean,16,Haas F1 Team,0,Sunny
197,2020,10,Sochi Autodrom,Russell,13,Williams,0,Sunny
198,2020,10,Sochi Autodrom,Sainz,6,McLaren,0,Sunny
199,2020,10,Sochi Autodrom,Stroll,12,Racing Point,0,Sunny
200,2020,11,Nurburgring,Hamilton,2,Mercedes,1,Sunny
201,2020,11,Nurburgring,Verstappen,3,Red Bull,0,Sunny
202,2020,11,Nurburgring,Ricciardo,6,Renault,0,Sunny
203,2020,11,Nurburgring,Perez,9,Racing Point,0,Sunny
204,2020,11,Nurburgring,Sainz,10,McLaren,0,Sunny
205,2020,11,Nurburgring,Gasly,12,AlphaTauri,0,Sunny
206,2020,11,Nurburgring,Leclerc,4,Ferrari,0,Sunny
207,2020,11,Nurburgring,Hulkenberg,20,Racing Point,0,Sunny
208,2020,11,Nurburgring,Grosjean,16,Haas F1 Team,0,Sunny
209,2020,11,Nurburgring,Giovinazzi,14,Alfa Romeo,0,Sunny
210,2020,11,Nurburgring,Vettel,11,Ferrari,0,Sunny
211,2020,11,Nurburgring,Raikkonen,19,Alfa Romeo,0,Sunny
212,2020,11,Nurburgring,Magnussen,15,Haas F1 Team,0,Sunny
213,2020,11,Nurburgring,Latifi,18,Williams,0,Sunny
214,2020,11,Nurburgring,Kvyat,13,AlphaTauri,0,Sunny
215,2020,11,Nurburgring,Norris,8,McLaren,0,Sunny
216,2020,11,Nurburgring,Albon,5,Red Bull,0,Sunny
217,2020,11,Nurburgring,Ocon,7,Renault,0,Sunny
218,2020,11,Nurburgring,Bottas,1,Mercedes,0,Sunny
219,2020,11,Nurburgring,Russell,17,Williams,0,Sunny
220,2020,12,Autodromo Internacional do Algarve,Hamilton,1,Mercedes,1,Sunny
221,2020,12,Autodromo Internacional do Algarve,Bottas,2,Mercedes,0,Sunny
222,2020,12,Autodromo Internacional do Algarve,Verstappen,3,Red Bull,0,Sunny
223,2020,12,Autodromo Internacional do Algarve,Leclerc,4,Ferrari,0,Sunny
224,2020,12,Autodromo Internacional do Algarve,Gasly,9,AlphaTauri,0,Sunny
225,2020,12,Autodromo Internacional do Algarve,Sainz,7,McLaren,0,Sunny
226,2020,12,Autodromo Internacional do Algarve,Perez,5,Racing Point,0,Sunny
227,2020,12,Autodromo Internacional do Algarve,Ocon,11,Renault,0,Sunny
228,2020,12,Autodromo Internacional do Algarve,Ricciardo,10,Renault,0,Sunny
229,2020,12,Autodromo Internacional do Algarve,Vettel,15,Ferrari,0,Sunny
230,2020,12,Autodromo Internacional do Algarve,Raikkonen,16,Alfa Romeo,0,Sunny
231,2020,12,Autodromo Internacional do Algarve,Albon,6,Red Bull,0,Sunny
232,2020,12,Autodromo Internacional do Algarve,Norris,8,McLaren,0,Sunny
233,2020,12,Autodromo Internacional do Algarve,Russell,14,Williams,0,Sunny
234,2020,12,Autodromo Internacional do Algarve,Giovinazzi,17,Alfa Romeo,0,Sunny
235,2020,12,Autodromo Internacional do Algarve,Magnussen,19,Haas F1 Team,0,Sunny
236,2020,12,Autodromo Internacional do Algarve,Grosjean,18,Haas F1 Team,0,Sunny
237,2020,12,Autodromo Internacional do Algarve,Latifi,20,Williams,0,Sunny
238,2020,12,Autodromo Internacional do Algarve,Kvyat,13,AlphaTauri,0,Sunny
239,2020,12,Autodromo Internacional do Algarve,Stroll,12,Racing Point,0,Sunny
240,2020,13,Autodromo Enzo e Dino Ferrari,Hamilton,2,Mercedes,1,Sunny
241,2020,13,Autodromo Enzo e Dino Ferrari,Bottas,1,Mercedes,0,Sunny
242,2020,13,Autodromo Enzo e Dino Ferrari,Ricciardo,5,Renault,0,Sunny
243,2020,13,Autodromo Enzo e Dino Ferrari,Kvyat,8,AlphaTauri,0,Sunny
244,2020,13,Autodromo Enzo e Dino Ferrari,Leclerc,7,Ferrari,0,Sunny
245,2020,13,Autodromo Enzo e Dino Ferrari,Perez,11,Racing Point,0,Sunny
246,2020,13,Autodromo Enzo e Dino Ferrari,Sainz,10,McLaren,0,Sunny
247,2020,13,Autodromo Enzo e Dino Ferrari,Norris,9,McLaren,0,Sunny
248,2020,13,Autodromo Enzo e Dino Ferrari,Raikkonen,18,Alfa Romeo,0,Sunny
249,2020,13,Autodromo Enzo e Dino Ferrari,Giovinazzi,20,Alfa Romeo,0,Sunny
250,2020,13,Autodromo Enzo e Dino Ferrari,Latifi,19,Williams,0,Sunny
251,2020,13,Autodromo Enzo e Dino Ferrari,Vettel,14,Ferrari,0,Sunny
252,2020,13,Autodromo Enzo e Dino Ferrari,Stroll,15,Racing Point,0,Sunny
253,2020,13,Autodromo Enzo e Dino Ferrari,Grosjean,16,Haas F1 Team,0,Sunny
254,2020,13,Autodromo Enzo e Dino Ferrari,Albon,6,Red Bull,0,Sunny
255,2020,13,Autodromo Enzo e Dino Ferrari,Russell,13,Williams,0,Sunny
256,2020,13,Autodromo Enzo e Dino Ferrari,Verstappen,3,Red Bull,0,Sunny
257,2020,13,Autodromo Enzo e Dino Ferrari,Magnussen,17,Haas F1 Team,0,Sunny
258,2020,13,Autodromo Enzo e Dino Ferrari,Ocon,12,Renault,0,Sunny
259,2020,13,Autodromo Enzo e Dino Ferrari,Gasly,4,AlphaTauri,0,Sunny
260,2020,14,Istanbul Park,Hamilton,6,Mercedes,1,Sunny
261,2020,14,Istanbul Park,Perez,3,Racing Point,0,Sunny
262,2020,14,Istanbul Park,Vettel,11,Ferrari,0,Sunny
263,2020,14,Istanbul Park,Leclerc,12,Ferrari,0,Sunny
264,2020,14,Istanbul Park,Sainz,15,McLaren,0,Sunny
265,2020,14,Istanbul Park,Verstappen,2,Red Bull,0,Sunny
266,2020,14,Istanbul Park,Albon,4,Red Bull,0,Sunny
267,2020,14,Istanbul Park,Norris,14,McLaren,0,Sunny
268,2020,14,Istanbul Park,Stroll,1,Racing Point,0,Sunny
269,2020,14,Istanbul Park,Ricciardo,5,Renault,0,Sunny
270,2020,14,Istanbul Park,Ocon,7,Renault,0,Sunny
271,2020,14,Istanbul Park,Kvyat,16,AlphaTauri,0,Sunny
272,2020,14,Istanbul Park,Gasly,19,AlphaTauri,0,Sunny
273,2020,14,Istanbul Park,Bottas,9,Mercedes,0,Sunny
274,2020,14,Istanbul Park,Raikkonen,8,Alfa Romeo,0,Sunny
275,2020,14,Istanbul Park,Russell,0,Williams,0,Sunny
276,2020,14,Istanbul Park,Magnussen,13,Haas F1 Team,0,Sunny
277,2020,14,Istanbul Park,Grosjean,17,Haas F1 Team,0,Sunny
278,2020,14,Istanbul Park,Latifi,0,Williams,0,Sunny
279,2020,14,Istanbul Park,Giovinazzi,10,Alfa Romeo,0,Sunny
280,2020,15,Bahrain International Circuit,Hamilton,1,Mercedes,1,Sunny
281,2020,15,Bahrain International Circuit,Verstappen,3,Red Bull,0,Sunny
282,2020,15,Bahrain International Circuit,Albon,4,Red Bull,0,Sunny
283,2020,15,Bahrain International Circuit,Norris,9,McLaren,0,Sunny
284,2020,15,Bahrain International Circuit,Sainz,15,McLaren,0,Sunny
285,2020,15,Bahrain International Circuit,Gasly,8,AlphaTauri,0,Sunny
286,2020,15,Bahrain International Circuit,Ricciardo,6,Renault,0,Sunny
287,2020,15,Bahrain International Circuit,Bottas,2,Mercedes,0,Sunny
288,2020,15,Bahrain International Circuit,Ocon,7,Renault,0,Sunny
289,2020,15,Bahrain International Circuit,Leclerc,12,Ferrari,0,Sunny
290,2020,15,Bahrain International Circuit,Kvyat,10,AlphaTauri,0,Sunny
291,2020,15,Bahrain International Circuit,Russell,14,Williams,0,Sunny
292,2020,15,Bahrain International Circuit,Vettel,11,Ferrari,0,Sunny
293,2020,15,Bahrain International Circuit,Latifi,20,Williams,0,Sunny
294,2020,15,Bahrain International Circuit,Raikkonen,17,Alfa Romeo,0,Sunny
295,2020,15,Bahrain International Circuit,Giovinazzi,16,Alfa Romeo,0,Sunny
296,2020,15,Bahrain International Circuit,Magnussen,18,Haas F1 Team,0,Sunny
297,2020,15,Bahrain International Circuit,Perez,5,Racing Point,0,Sunny
298,2020,15,Bahrain International Circuit,Stroll,13,Racing Point,0,Sunny
299,2020,15,Bahrain International Circuit,Grosjean,19,Haas F1 Team,0,Sunny
300,2020,16,Bahrain International Circuit,Perez,5,Racing Point,1,Sunny
301,2020,16,Bahrain International Circuit,Ocon,11,Renault,0,Sunny
302,2020,16,Bahrain International Circuit,Stroll,10,Racing Point,0,Sunny
303,2020,16,Bahrain International Circuit,Sainz,8,McLaren,0,Sunny
304,2020,16,Bahrain International Circuit,Ricciardo,7,Renault,0,Sunny
305,2020,16,Bahrain International Circuit,Albon,12,Red Bull,0,Sunny
306,2020,16,Bahrain International Circuit,Kvyat,6,AlphaTauri,0,Sunny
307,2020,16,Bahrain International Circuit,Bottas,1,Mercedes,0,Sunny
308,2020,16,Bahrain International Circuit,Russell,2,Mercedes,0,Sunny
309,2020,16,Bahrain International Circuit,Norris,19,McLaren,0,Sunny
310,2020,16,Bahrain International Circuit,Gasly,9,AlphaTauri,0,Sunny
311,2020,16,Bahrain International Circuit,Vettel,13,Ferrari,0,Sunny
312,2020,16,Bahrain International Circuit,Giovinazzi,14,Alfa Romeo,0,Sunny
313,2020,16,Bahrain International Circuit,Raikkonen,18,Alfa Romeo,0,Sunny
314,2020,16,Bahrain International Circuit,Magnussen,15,Haas F1 Team,0,Sunny
315,2020,16,Bahrain International Circuit,Aitken,17,Williams,0,Sunny
316,2020,16,Bahrain International Circuit,Fittipaldi,20,Haas F1 Team,0,Sunny
317,2020,16,Bahrain International Circuit,Latifi,16,Williams,0,Sunny
318,2020,16,Bahrain International Circuit,Verstappen,3,Red Bull,0,Sunny
319,2020,16,Bahrain International Circuit,Leclerc,4,Ferrari,0,Sunny
320,2020,17,Yas Marina Circuit,Verstappen,1,Red Bull,1,Sunny
321,2020,17,Yas Marina Circuit,Bottas,2,Mercedes,0,Sunny
322,2020,17,Yas Marina Circuit,Hamilton,3,Mercedes,0,Sunny
323,2020,17,Yas Marina Circuit,Albon,5,Red Bull,0,Sunny
324,2020,17,Yas Marina Circuit,Norris,4,McLaren,0,Sunny
325,2020,17,Yas Marina Circuit,Sainz,6,McLaren,0,Sunny
326,2020,17,Yas Marina Circuit,Ricciardo,11,Renault,0,Sunny
327,2020,17,Yas Marina Circuit,Gasly,9,AlphaTauri,0,Sunny
328,2020,17,Yas Marina Circuit,Ocon,10,Renault,0,Sunny
329,2020,17,Yas Marina Circuit,Stroll,8,Racing Point,0,Sunny
330,2020,17,Yas Marina Circuit,Kvyat,7,AlphaTauri,0,Sunny
331,2020,17,Yas Marina Circuit,Raikkonen,15,Alfa Romeo,0,Sunny
332,2020,17,Yas Marina Circuit,Leclerc,12,Ferrari,0,Sunny
333,2020,17,Yas Marina Circuit,Vettel,13,Ferrari,0,Sunny
334,2020,17,Yas Marina Circuit,Russell,16,Williams,0,Sunny
335,2020,17,Yas Marina Circuit,Giovinazzi,14,Alfa Romeo,0,Sunny
336,2020,17,Yas Marina Circuit,Latifi,18,Williams,0,Sunny
337,2020,17,Yas Marina Circuit,Magnussen,20,Haas F1 Team,0,Sunny
338,2020,17,Yas Marina Circuit,Fittipaldi,17,Haas F1 Team,0,Sunny
339,2020,17,Yas Marina Circuit,Perez,19,Racing Point,0,Sunny
340,2021,1,Bahrain International Circuit,Hamilton,2,Mercedes,1,Sunny
341,2021,1,Bahrain International Circuit,Verstappen,1,Red Bull,0,Sunny
342,2021,1,Bahrain International Circuit,Bottas,3,Mercedes,0,Sunny
343,2021,1,Bahrain International Circuit,Norris,7,McLaren,0,Sunny
344,2021,1,Bahrain International Circuit,Perez,0,Red Bull,0,Sunny
345,2021,1,Bahrain International Circuit,Leclerc,4,Ferrari,0,Sunny
346,2021,1,Bahrain International Circuit,Ricciardo,6,McLaren,0,Sunny
347,2021,1,Bahrain International Circuit,Sainz,8,Ferrari,0,Sunny
348,2021,1,Bahrain International Circuit,Tsunoda,13,AlphaTauri,0,Sunny
349,2021,1,Bahrain International Circuit,Stroll,10,Aston Martin,0,Sunny
350,2021,1,Bahrain International Circuit,Raikkonen,14,Alfa Romeo,0,Sunny
351,2021,1,Bahrain International Circuit,Giovinazzi,12,Alfa Romeo,0,Sunny
